PGN	Parameter Group Label	SPN	Name	Data Range
65223	Electronic Transmission Controller 3	770	Transmission Splitter Direct Actuator	0 to 3
65223	Electronic Transmission Controller 3	771	Transmission Splitter Indirect Actuator	0 to 3
65223	Electronic Transmission Controller 3	788	Transmission Clutch Actuator	0 to 3
65223	Electronic Transmission Controller 3	740	Transmission Lockup Clutch Actuator	0 to 3
65223	Electronic Transmission Controller 3	786	Transmission Defuel Actuator	0 to 3
65223	Electronic Transmission Controller 3	787	Transmission Inertia Brake Actuator	0 to 3
65237	Alternator Information	589	Alternator Speed	"0 to 32,127.5 rpm"
65237	Alternator Information	3353	Alternator 1 Status	0 to 3
65237	Alternator Information	3354	Alternator 2 Status	0 to 3
65237	Alternator Information	3355	Alternator 3 Status	0 to 3
65237	Alternator Information	3356	Alternator 4 Status	0 to 3
65241	Auxiliary Input/Output Status 1	704	Auxiliary I/O #04	0 to 3
65241	Auxiliary Input/Output Status 1	703	Auxiliary I/O #03	0 to 3
65241	Auxiliary Input/Output Status 1	702	Auxiliary I/O #02	0 to 3
65241	Auxiliary Input/Output Status 1	701	Auxiliary I/O #01	0 to 3
65241	Auxiliary Input/Output Status 1	708	Auxiliary I/O #08	0 to 3
65241	Auxiliary Input/Output Status 1	707	Auxiliary I/O #07	0 to 3
65241	Auxiliary Input/Output Status 1	706	Auxiliary I/O #06	0 to 3
65241	Auxiliary Input/Output Status 1	705	Auxiliary I/O #05	0 to 3
65241	Auxiliary Input/Output Status 1	712	Auxiliary I/O #12	0 to 3
65241	Auxiliary Input/Output Status 1	711	Auxiliary I/O #11	0 to 3
65241	Auxiliary Input/Output Status 1	710	Auxiliary I/O #10	0 to 3
65241	Auxiliary Input/Output Status 1	709	Auxiliary I/O #09	0 to 3
65241	Auxiliary Input/Output Status 1	716	Auxiliary I/O #16	0 to 3
65241	Auxiliary Input/Output Status 1	715	Auxiliary I/O #15	0 to 3
65241	Auxiliary Input/Output Status 1	714	Auxiliary I/O #14	0 to 3
65241	Auxiliary Input/Output Status 1	713	Auxiliary I/O #13	0 to 3
65241	Auxiliary Input/Output Status 1	1083	Auxiliary I/O Channel #1	"0 to 64,255 counts"
65241	Auxiliary Input/Output Status 1	1084	Auxiliary I/O Channel #2	"0 to 64,255 counts"
65242	Software Identification	965	Number of Software Identification Fields	0 to 250 steps
65242	Software Identification	234	Software Identification	0 to 255 per byte
65243	Engine Fluid Level/Pressure 2	164	Engine Injection Control Pressure	0 to 251 Mpa
65243	Engine Fluid Level/Pressure 2	157	Engine Injector Metering Rail 1 Pressure	0 to 251 Mpa
65243	Engine Fluid Level/Pressure 2	156	Engine Injector Timing Rail 1 Pressure	0 to 251 Mpa
65243	Engine Fluid Level/Pressure 2	1349	Engine Injector Metering Rail 2 Pressure	0 to 251 Mpa
65244	Idle Operation	236	Engine Total Idle Fuel Used	"0 to 2,105,540,607.5 L"
65244	Idle Operation	235	Engine Total Idle Hours	"0 to 210,554,060.75 hr"
65245	Turbocharger	104	Engine Turbocharger Lube Oil Pressure 1	0 to 1000 kPa
65245	Turbocharger	103	Engine Turbocharger 1 Speed	"0 to 257,020 rpm"
65245	Turbocharger	1665	Engine Turbocharger Oil Level Switch	0 to 3
65246	Air Start Pressure	82	Engine Air Start Pressure	0 to 1000 kPa
65247	Electronic Engine Controller 3	514	Nominal Friction - Percent Torque	-125 to 125 %
65247	Electronic Engine Controller 3	515	Engine's Desired Operating Speed	"0 to 8,031.875 rpm"
65247	Electronic Engine Controller 3	519	Engine's Desired Operating Speed Asymmetry Adjustment	0 to 250
65247	Electronic Engine Controller 3	2978	Estimated Engine Parasitic Losses - Percent Torque	-125 to 125 %
65247	Electronic Engine Controller 3	3236	Aftertreatment 1 Exhaust Gas Mass Flow	0 to 12851 kg/h per bit
65247	Electronic Engine Controller 3	3237	Aftertreatment 1 Intake Dew Point	0 to 3
65247	Electronic Engine Controller 3	3238	Aftertreatment 1 Exhaust Dew Point	0 to 3
65247	Electronic Engine Controller 3	3239	Aftertreatment 2 Intake Dew Point	0 to 3
65247	Electronic Engine Controller 3	3240	Aftertreatment 2 Exhaust Dew Point	0 to 3
65248	Vehicle Distance	244	Trip Distance	"0 to 526,385,151.9 km"
65248	Vehicle Distance	245	Total Vehicle Distance	"0 to 526,385,151.9 km"
65249	Retarder Configuration	901	Retarder Type	0 to 15
65249	Retarder Configuration	902	Retarder Location	0 to 15
65249	Retarder Configuration	557	Retarder Control Method (Retarder Configuration)	0 to 250 steps
65249	Retarder Configuration	546	"Retarder Speed At Idle, Point 1 (Retarder Configuration)"	"0 to 8,031.875 rpm"
65249	Retarder Configuration	551	"Percent Torque At Idle, Point 1 (Retarder Configuration)"	-125 to 125 %
65249	Retarder Configuration	548	"Maximum Retarder Speed, Point 2 (Retarder Configuration)"	"0 to 8,031.875 rpm"
65249	Retarder Configuration	552	"Percent Torque At Maximum Speed, Point 2 (Retarder Configuration)"	-125 to 125 %
65249	Retarder Configuration	549	Retarder Speed At Point 3 (Retarder Configuration)	"0 to 8,031.875 rpm"
65249	Retarder Configuration	553	Percent Torque At Point 3 (Retarder Configuration)	-125 to 125 %
65249	Retarder Configuration	550	Retarder Speed At Point 4 (Retarder Configuration)	"0 to 8,031.875 rpm"
65249	Retarder Configuration	554	Percent Torque At Point 4 (Retarder Configuration)	-125 to 125 %
65249	Retarder Configuration	547	"Retarder Speed At Peak Torque, Point 5 (Retarder Configuration)"	"0 to 8,031.875 rpm"
65249	Retarder Configuration	556	Reference Retarder Torque (Retarder Configuration)	"0 to 64,255 Nm"
65249	Retarder Configuration	555	"Percent Torque At Peak Torque, Point 5 (Retarder Configuration)"	-125 to 125 %
65250	Transmission Configuration	958	Number of Reverse Gear Ratios	0 to 250
65250	Transmission Configuration	957	Number of Forward Gear Ratios	0 to 250
65250	Transmission Configuration	581	Transmission Gear Ratio	0 to 64.255
65251	Engine Configuration 1	188	"Engine Speed At Idle, Point 1 (Engine Configuration)"	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	539	"Engine Percent Torque At Idle, Point 1 (Engine Configuration)"	-125 to 125 %
65251	Engine Configuration 1	528	Engine Speed At Point 2 (Engine Configuration)	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	540	Engine Percent Torque At Point 2 (Engine Configuration)	-125 to 125 %
65251	Engine Configuration 1	529	Engine Speed At Point 3 (Engine Configuration)	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	541	Engine Percent Torque At Point 3 (Engine Configuration)	-125 to 125 %
65251	Engine Configuration 1	530	Engine Speed At Point 4 (Engine Configuration)	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	542	Engine Percent Torque At Point 4 (Engine Configuration)	-125 to 125 %
65251	Engine Configuration 1	531	Engine Speed At Point 5 (Engine Configuration)	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	543	Engine Percent Torque At Point 5 (Engine Configuration)	-125 to 125 %
65251	Engine Configuration 1	532	"Engine Speed At High Idle, Point 6 (Engine Configuration)"	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	545	Engine Gain (Kp) Of The Endspeed Governor (Engine Configuration)	0 to 50.2 %/rpm
65251	Engine Configuration 1	544	Engine Reference Torque (Engine Configuration)	"0 to 64,255 Nm"
65251	Engine Configuration 1	533	"Engine Maximum Momentary Override Speed, Point 7 (Engine Configuration)"	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	534	Engine Maximum Momentary Override Time Limit (Engine Configuration)	0 to 25 s
65251	Engine Configuration 1	535	Engine Requested Speed Control Range Lower Limit (Engine Configuration)	"0 to 2,500 rpm"
65251	Engine Configuration 1	536	Engine Requested Speed Control Range Upper Limit (Engine Configuration)	"0 to 2,500 rpm"
65251	Engine Configuration 1	537	Engine Requested Torque Control Range Lower Limit (Engine Configuration)	-125 to 125 %
65251	Engine Configuration 1	538	Engine Requested Torque Control Range Upper Limit (Engine Configuration)	-125 to 125 %
65251	Engine Configuration 1	1712	Engine Extended Range Requested Speed Control Range Upper Limit (Engine configuration)	"0 to 8,031.875 rpm"
65251	Engine Configuration 1	1794	Engine Moment of Inertia	0 to 257.02 kg-m^2
65251	Engine Configuration 1	1846	Engine Default Torque Limit	"0 to 64,255 Nm"
65251	Engine Configuration 1	3344	Support Variable Rate TSC1 Message	0 to 255
65251	Engine Configuration 1	3345	Support TSC1 Control Purpose Group 1	0 to 255
65251	Engine Configuration 1	3346	Support TSC1 Control Purpose Group 2	0 to 255
65251	Engine Configuration 1	3347	Support TSC1 Control Purpose Group 3	0 to 255
65251	Engine Configuration 1	3348	Support TSC1 Control Purpose Group 4	0 to 255
65252	Shutdown	593	Engine Idle Shutdown has Shutdown Engine	0 to 3
65252	Shutdown	594	Engine Idle Shutdown Driver Alert Mode	0 to 3
65252	Shutdown	592	Engine Idle Shutdown Timer Override	0 to 3
65252	Shutdown	590	Engine Idle Shutdown Timer State	0 to 3
65252	Shutdown	591	Engine Idle Shutdown Timer Function	0 to 3
65252	Shutdown	985	A/C High Pressure Fan Switch	0 to 3
65252	Shutdown	875	Refrigerant Low Pressure Switch	0 to 3
65252	Shutdown	605	Refrigerant High Pressure Switch	0 to 3
65252	Shutdown	1081	Engine Wait to Start Lamp	0 to 3
65252	Shutdown	1110	Engine Protection System has Shutdown Engine	0 to 3
65252	Shutdown	1109	Engine Protection System Approaching Shutdown	0 to 3
65252	Shutdown	1108	Engine Protection System Timer Override	0 to 3
65252	Shutdown	1107	Engine Protection System Timer State	0 to 3
65252	Shutdown	1111	Engine Protection System Configuration	0 to 3
65252	Shutdown	2815	Engine Alarm Acknowledge	0 to 3
65252	Shutdown	2814	Engine Alarm Output Command Status	0 to 3
65252	Shutdown	2813	Engine Air Shutoff Command Status	0 to 3
65252	Shutdown	2812	Engine Overspeed Test	0 to 3
65252	Shutdown	3667	Engine Air Shutoff Status	0 to 3
65253	"Engine Hours, Revolutions"	247	Engine Total Hours of Operation	"0 to 210,554,060.75 hr"
65253	"Engine Hours, Revolutions"	249	Engine Total Revolutions	"0 to 4,211,081,215,000 r"
65254	Time/Date	959	Seconds	0 to 62.5 s
65254	Time/Date	960	Minutes	0 to 250 mins
65254	Time/Date	961	Hours	0 to 250 hr
65254	Time/Date	963	Month	0 to 250 months
65254	Time/Date	962	Day	0 to 62.5 days
65254	Time/Date	964	Year	1985 to 2235 years
65254	Time/Date	1601	Local minute offset	-125 to 125 mins
65254	Time/Date	1602	Local hour offset	-125 to 125 hr
65255	Vehicle Hours	246	Total Vehicle Hours	"0 to 210,554,060.75 hr"
65255	Vehicle Hours	248	Total Power Takeoff Hours	"0 to 210,554,060.75 hr"
65256	Vehicle Direction/Speed	165	Compass Bearing	0 to 501.99 deg
65256	Vehicle Direction/Speed	517	Navigation-Based Vehicle Speed	0 to 250.996 km/h
65256	Vehicle Direction/Speed	583	Pitch	-200 to 301.99 deg
65256	Vehicle Direction/Speed	580	Altitude	-2500 to 5531.875 m
65257	Fuel Consumption (Liquid)	182	Engine Trip Fuel	"0 to 2,105,540,607.5 L"
65257	Fuel Consumption (Liquid)	250	Engine Total Fuel Used	"0 to 2,105,540,607.5 L"
65258	Vehicle Weight	928	Axle Location	0 to 255
65258	Vehicle Weight	582	Axle Weight	"0 to 32,127.5 kg"
65258	Vehicle Weight	180	Trailer Weight	"0 to 128,510 kg"
65258	Vehicle Weight	181	Cargo Weight	"0 to 128,510 kg"
65259	Component Identification	586	Make	0 to 255 per byte
65259	Component Identification	587	Model	0 to 255 per byte
65259	Component Identification	588	Serial Number	0 to 255 per byte
65259	Component Identification	233	Unit Number (Power Unit)	0 to 255 per byte
65260	Vehicle Identification	237	Vehicle Identification Number	0 to 255 per byte
65261	Cruise Control/Vehicle Speed Setup	74	Maximum Vehicle Speed Limit	0 to 250 km/h
65261	Cruise Control/Vehicle Speed Setup	87	Cruise Control High Set Limit Speed	0 to 250 km/h
65261	Cruise Control/Vehicle Speed Setup	88	Cruise Control Low Set Limit Speed	0 to 250 km/h
65262	Engine Temperature 1	110	Engine Coolant Temperature	-40 to 210 deg C
65262	Engine Temperature 1	174	Engine Fuel Temperature 1	-40 to 210 deg C
65262	Engine Temperature 1	175	Engine Oil Temperature 1	-273 to 1735 deg C
65262	Engine Temperature 1	176	Engine Turbocharger Oil Temperature	-273 to 1735 deg C
65262	Engine Temperature 1	52	Engine Intercooler Temperature	-40 to 210 deg C
65262	Engine Temperature 1	1134	Engine Intercooler Thermostat Opening	0 to 100 %
65263	Engine Fluid Level/Pressure 1	94	Engine Fuel Delivery Pressure	0 to 1000 kPa
65263	Engine Fluid Level/Pressure 1	22	Engine Extended Crankcase Blow-by Pressure	0 to 12.5 kPa
65263	Engine Fluid Level/Pressure 1	98	Engine Oil Level	0 to 100 %
65263	Engine Fluid Level/Pressure 1	100	Engine Oil Pressure	0 to 1000 kPa
65263	Engine Fluid Level/Pressure 1	101	Engine Crankcase Pressure	-250 kPa TO 251.99 kPa
65263	Engine Fluid Level/Pressure 1	109	Engine Coolant Pressure	0 to 500 kPa
65263	Engine Fluid Level/Pressure 1	111	Engine Coolant Level	0 to 100 %
65264	Power Takeoff Information	90	Power Takeoff Oil Temperature	-40 to 210 deg C
65264	Power Takeoff Information	186	Power Takeoff Speed	"0 to 8,031.875 rpm"
65264	Power Takeoff Information	187	Power Takeoff Set Speed	"0 to 8,031.875 rpm"
65264	Power Takeoff Information	980	Engine PTO Governor Enable Switch	0 to 3
65264	Power Takeoff Information	979	Engine Remote PTO Governor Preprogrammed Speed Control Switch	0 to 3
65264	Power Takeoff Information	978	Engine Remote PTO Governor Variable Speed Control Switch	0 to 3
65264	Power Takeoff Information	984	Engine PTO Governor Set Switch	0 to 3
65264	Power Takeoff Information	983	Engine PTO Governor Coast/Decelerate Switch	0 to 3
65264	Power Takeoff Information	982	Engine PTO Governor Resume Switch	0 to 3
65264	Power Takeoff Information	981	Engine PTO Governor Accelerate Switch	0 to 3
65264	Power Takeoff Information	2897	Operator Engine PTO Governor Memory Select Switch	0 to 3
65264	Power Takeoff Information	3447	Remote PTO Governor Preprogrammed Speed Control Switch #2	0 to 3
65264	Power Takeoff Information	3448	Auxiliary Input Ignore Switch	0 to 3
65265	Cruise Control/Vehicle Speed	69	Two Speed Axle Switch	0 to 3
65265	Cruise Control/Vehicle Speed	70	Parking Brake Switch	0 to 3
65265	Cruise Control/Vehicle Speed	1633	Cruise Control Pause Switch	0 to 3
65265	Cruise Control/Vehicle Speed	3807	Park Brake Release Inhibit Request	0 to 3
65265	Cruise Control/Vehicle Speed	84	Wheel-Based Vehicle Speed	0 to 250.996 km/h
65265	Cruise Control/Vehicle Speed	595	Cruise Control Active	0 to 3
65265	Cruise Control/Vehicle Speed	596	Cruise Control Enable Switch	0 to 3
65265	Cruise Control/Vehicle Speed	597	Brake Switch	0 to 3
65265	Cruise Control/Vehicle Speed	598	Clutch Switch	0 to 3
65265	Cruise Control/Vehicle Speed	599	Cruise Control Set Switch	0 to 3
65265	Cruise Control/Vehicle Speed	600	Cruise Control Coast (Decelerate) Switch	0 to 3
65265	Cruise Control/Vehicle Speed	601	Cruise Control Resume Switch	0 to 3
65265	Cruise Control/Vehicle Speed	602	Cruise Control Accelerate Switch	0 to 3
65265	Cruise Control/Vehicle Speed	86	Cruise Control Set Speed	0 to 250 km/h
65265	Cruise Control/Vehicle Speed	976	PTO Governor State	0 to 31
65265	Cruise Control/Vehicle Speed	527	Cruise Control States	0 to 7
65265	Cruise Control/Vehicle Speed	968	Engine Idle Increment Switch	0 to 3
65265	Cruise Control/Vehicle Speed	967	Engine Idle Decrement Switch	0 to 3
65265	Cruise Control/Vehicle Speed	966	Engine Test Mode Switch	0 to 3
65265	Cruise Control/Vehicle Speed	1237	Engine Shutdown Override Switch	0 to 3
65266	Fuel Economy (Liquid)	183	Engine Fuel Rate	"0 to 3,212.75 L/h"
65266	Fuel Economy (Liquid)	184	Engine Instantaneous Fuel Economy	0 to 125.5 km/L
65266	Fuel Economy (Liquid)	185	Engine Average Fuel Economy	0 to 125.5 km/L
65266	Fuel Economy (Liquid)	51	Engine Throttle Position	0 to 100 %
65266	Fuel Economy (Liquid)	3673	Engine Throttle 2 Position	0 to 100 %
65267	Vehicle Position	584	Latitude	-210 to 211.1008122 deg
65267	Vehicle Position	585	Longitude	-210 to 211.1008122 deg
65268	Tire Condition	929	Tire Location	0 to 255
65268	Tire Condition	241	Tire Pressure	0 to 1000 kPa
65268	Tire Condition	242	Tire Temperature	-273 to 1735 deg C
65268	Tire Condition	1699	CTI Wheel Sensor Status	0 to 3
65268	Tire Condition	1698	CTI Tire Status	0 to 3
65268	Tire Condition	1697	CTI Wheel End Electrical Fault	0 to 3
65268	Tire Condition	2586	Tire Air Leakage Rate	0 Pa/s to 6425.5 Pa/s
65268	Tire Condition	2587	Tire Pressure Threshold Detection	0 to 7
65269	Ambient Conditions	108	Barometric Pressure	0 to 125 kPa
65269	Ambient Conditions	170	Cab Interior Temperature	-273 to 1735 deg C
65269	Ambient Conditions	171	Ambient Air Temperature	-273 to 1735 deg C
65269	Ambient Conditions	172	Engine Air Inlet Temperature	-40 to 210 deg C
65269	Ambient Conditions	79	Road Surface Temperature	-273 to 1735 deg C
65270	Inlet/Exhaust Conditions 1	81	Engine Diesel Particulate Filter Inlet Pressure	0 to 125 kPa
65270	Inlet/Exhaust Conditions 1	102	Engine Intake Manifold #1 Pressure	0 to 500 kPa
65270	Inlet/Exhaust Conditions 1	105	Engine Intake Manifold 1 Temperature	-40 to 210 deg C
65270	Inlet/Exhaust Conditions 1	106	Engine Air Inlet Pressure	0 to 500 kPa
65270	Inlet/Exhaust Conditions 1	107	Engine Air Filter 1 Differential Pressure	0 to 12.5 kPa
65270	Inlet/Exhaust Conditions 1	173	Engine Exhaust Gas Temperature	-273 to 1735 deg C
65270	Inlet/Exhaust Conditions 1	112	Engine Coolant Filter Differential Pressure	0 to 125 kPa
65271	Vehicle Electrical Power 1	114	Net Battery Current	-125 to 125 A
65271	Vehicle Electrical Power 1	115	Alternator Current	0 to 250 A
65271	Vehicle Electrical Power 1	167	Charging System Potential (Voltage)	0 to 3212.75 V
65271	Vehicle Electrical Power 1	168	Battery Potential / Power Input 1	0 to 3212.75 V
65271	Vehicle Electrical Power 1	158	Keyswitch Battery Potential	0 to 3212.75 V
65272	Transmission Fluids 1	123	Clutch Pressure	0 to 4000 kPa
65272	Transmission Fluids 1	124	Transmission Oil Level	0 to 100 %
65272	Transmission Fluids 1	126	Transmission Filter Differential Pressure	0 to 500 kPa
65272	Transmission Fluids 1	127	Transmission Oil Pressure	0 to 4000 kPa
65272	Transmission Fluids 1	177	Transmission Oil Temperature	-273 to 1735 deg C
65272	Transmission Fluids 1	3027	Transmission Oil Level High / Low	-62.5 to 62.5 L
65272	Transmission Fluids 1	3028	Transmission Oil Level Countdown Timer	0 to 15
65272	Transmission Fluids 1	3026	Transmission Oil Level Measurement Status	0 to 15
65273	Axle Information	75	Steering Axle Temperature	-40 to 210 deg C
65273	Axle Information	930	Drive Axle Location	0 to 255
